title	id	updated	published	summary	primary_category
"Evaluating Effects of Geometry and Material Composition on Production of
  Transversely Shaped Beams from Diamond Field Emission Array Cathodes"	http://arxiv.org/abs/2209.13047v1	2022-09-26T22:00:28Z	2022-09-26T22:00:28Z	  Field emission cathodes (FECs) are attractive for the next generation of injectors due to their ability to provide high current density bright beams with low intrinsic emittance. One application of FECs worthy of special attention is to provide transversely shaped electron beams for emittance exchange that translates a transverse electron beam pattern into a longitudinal pattern. FECs can be fabricated in a desired pattern and produce transversely shaped beams without the need for complex masking or laser schemes. However, reliable and consistent production of transversely shaped beams is affected by material properties of the FEC. This paper reports the results of testing two diamond field emitter array (DFEA) FECs with the same lithography pattern and emitter geometry but different material and tip characteristics. Although both cathodes were able to sustain gradients of 44 MV/m and produce maximum output integral charge of 0.5 nC per radiofrequency (rf) pulse, their emission patterns were quite different. One cathode did not produce a patterned beam while the other one did. Differences in field emission characteristics and patterned beam production were explained by the differences in the tip geometry and the cathode material properties. The main practical takeaway was found to be that the tip sharpness was not a prerequisite for good patterned beam production. Instead, other material characteristics, such as the ballast resistance, determined cathode performance. 	
"FaRO 2: an Open Source, Configurable Smart City Framework for Real-Time
  Distributed Vision and Biometric Systems"	http://arxiv.org/abs/2209.12962v1	2022-09-26T18:52:53Z	2022-09-26T18:52:53Z	  Recent global growth in the interest of smart cities has led to trillions of dollars of investment toward research and development. These connected cities have the potential to create a symbiosis of technology and society and revolutionize the cost of living, safety, ecological sustainability, and quality of life of societies on a world-wide scale. Some key components of the smart city construct are connected smart grids, self-driving cars, federated learning systems, smart utilities, large-scale public transit, and proactive surveillance systems. While exciting in prospect, these technologies and their subsequent integration cannot be attempted without addressing the potential societal impacts of such a high degree of automation and data sharing. Additionally, the feasibility of coordinating so many disparate tasks will require a fast, extensible, unifying framework. To that end, we propose FaRO2, a completely reimagined successor to FaRO1, built from the ground up. FaRO2 affords all of the same functionality as its predecessor, serving as a unified biometric API harness that allows for seamless evaluation, deployment, and simple pipeline creation for heterogeneous biometric software. FaRO2 additionally provides a fully declarative capability for defining and coordinating custom machine learning and sensor pipelines, allowing the distribution of processes across otherwise incompatible hardware and networks. FaRO2 ultimately provides a way to quickly configure, hot-swap, and expand large coordinated or federated systems online without interruptions for maintenance. Because much of the data collected in a smart city contains Personally Identifying Information (PII), FaRO2 also provides built-in tools and layers to ensure secure and encrypted streaming, storage, and access of PII data across distributed systems. 	
Environmental and Social Sustainability of Creative-Ai	http://arxiv.org/abs/2209.12879v2	2022-09-28T10:18:49Z	2022-09-26T17:47:19Z	  The recent developments of artificial intelligence increase its capability for the creation of arts in both largely autonomous and collaborative contexts. In both contexts, Ai aims to imitate, combine, and extend existing artistic styles, and can transform creative practices. In our ongoing research, we investigate such Creative-Ai from sustainability and ethical perspectives. The two main focus areas are understanding the environmental sustainability aspects (material, practices) in the context of artistic processes that involve Creative-Ai, and ethical issues related to who gets to be involved in the creation process (power, authorship, ownership). This paper provides an outline of our ongoing research in these two directions. We will present our interdisciplinary approach, which combines interviews, workshops, online ethnography, and energy measurements, to address our research questions: How is Creative-Ai currently used by artist communities, and which future applications do artists imagine? When Ai is applied to creating art, how might it impact the economy and environment? And, how can answers to these questions guide requirements for intellectual property regimes for Creative-Ai? 	
Evolutionary Dynamics of Sustainable Blockchains	http://arxiv.org/abs/2209.12809v1	2022-09-26T16:00:42Z	2022-09-26T16:00:42Z	  The energy sustainability of blockchains, whose consensus protocol rests on the Proof-of-Work, nourishes a heated debate. The underlying issue lies in a highly energy-consuming process, defined as mining, required to validate crypto-asset transactions. Mining is the process of solving a cryptographic puzzle, incentivised by the possibility of gaining a reward. The higher the number of users performing mining, i.e. miners, the higher the overall electricity consumption of a blockchain. For that reason, mining constitutes a negative environmental externality. Here, we study whether miners' interests can meet the collective need to curb energy consumption. To this end, we introduce the Crypto-Asset Game, namely a model based on the framework of Evolutionary Game Theory devised for studying the dynamics of a population whose agents can play as crypto-asset users or as miners. The energy consumption of mining impacts the payoff of both strategies, representing a direct cost for miners and an environmental factor for crypto-asset users. The proposed model, studied via numerical simulations, shows that, in some conditions, the agent population can reach a strategy profile that optimises global energy consumption, i.e. composed of a low density of miners. To conclude, can a Proof-of-Work-based blockchain become energetically sustainable? Our results suggest that blockchain protocol parameters could have a relevant role in the global energy consumption of this technology. 	
"Material Prediction for Design Automation Using Graph Representation
  Learning"	http://arxiv.org/abs/2209.12793v1	2022-09-26T15:49:35Z	2022-09-26T15:49:35Z	  Successful material selection is critical in designing and manufacturing products for design automation. Designers leverage their knowledge and experience to create high-quality designs by selecting the most appropriate materials through performance, manufacturability, and sustainability evaluation. Intelligent tools can help designers with varying expertise by providing recommendations learned from prior designs. To enable this, we introduce a graph representation learning framework that supports the material prediction of bodies in assemblies. We formulate the material selection task as a node-level prediction task over the assembly graph representation of CAD models and tackle it using Graph Neural Networks (GNNs). Evaluations over three experimental protocols performed on the Fusion 360 Gallery dataset indicate the feasibility of our approach, achieving a 0.75 top-3 micro-f1 score. The proposed framework can scale to large datasets and incorporate designers' knowledge into the learning process. These capabilities allow the framework to serve as a recommendation system for design automation and a baseline for future work, narrowing the gap between human designers and intelligent design agents. 	
"Robust Causality and False Attribution in Data-Driven Earth Science
  Discoveries"	http://arxiv.org/abs/2209.12580v1	2022-09-26T10:45:48Z	2022-09-26T10:45:48Z	  Causal and attribution studies are essential for earth scientific discoveries and critical for informing climate, ecology, and water policies. However, the current generation of methods needs to keep pace with the complexity of scientific and stakeholder challenges and data availability combined with the adequacy of data-driven methods. Unless carefully informed by physics, they run the risk of conflating correlation with causation or getting overwhelmed by estimation inaccuracies. Given that natural experiments, controlled trials, interventions, and counterfactual examinations are often impractical, information-theoretic methods have been developed and are being continually refined in the earth sciences. Here we show that transfer entropy-based causal graphs, which have recently become popular in the earth sciences with high-profile discoveries, can be spurious even when augmented with statistical significance. We develop a subsample-based ensemble approach for robust causality analysis. Simulated data, and observations in climate and ecohydrology, suggest the robustness and consistency of this approach. 	
"From Silicon Shield to Carbon Lock-in ? The Environmental Footprint of
  Electronic Components Manufacturing in Taiwan (2015-2020)"	http://arxiv.org/abs/2209.12523v1	2022-09-26T08:59:45Z	2022-09-26T08:59:45Z	  Taiwan plans to rapidly increase its industrial production capacity of electronic components while concurrently setting policies for its ecological transition. Given that the island is responsible for the manufacturing of a significant part of worldwide electronics components, the sustainability of the Taiwanese electronics industry is therefore of critical interest. In this paper, we survey the environmental footprint of 16 Taiwanese electronic components manufacturers (ECM) using corporate sustainability responsibility reports (CSR). Based on data from 2015 to 2020, this study finds out that our sample of 16 manufacturers increased its greenhouse gases (GHG) emissions by 7.5\% per year, its final energy and electricity consumption by 8.8\% and 8.9\%, and the water usage by 6.1\%. We show that the volume of manufactured electronic components and the environmental footprints compiled in this study are strongly correlated, which suggests that relative efficiency gains are not sufficient to curb the environmental footprint at the national scale. Given the critical nature of electronics industry for Taiwan's geopolitics and economics, the observed increase of energy consumption and the slow renewable energy roll-out, these industrial activities could create a carbon lock-in, blocking the Taiwanese government from achieving its carbon reduction goals and its sustainability policies. Besides, the European Union, the USA or even China aim at developing an industrial ecosystem targeting sub-10nm CMOS technology nodes similar to Taiwan. This study thus provides important insights regarding the environmental implications associated with such a technology roadmap. All data and calculation models used in this study are provided as supplementary material. 	
Study of pnictides for photovoltaic applications	http://arxiv.org/abs/2209.12458v1	2022-09-26T06:58:05Z	2022-09-26T06:58:05Z	"  For the transition into a sustainable mode of energy usage, it is important to develop photovoltaic materials that exhibit better solar-to-electricity conversion efficiencies, a direct optimal band gap, and made of non-toxic, earth abundant elements compared to the state-of-the-art silicon photovoltaics. Here, we explore the non-redox-active pnictide chemical space, including binary A$_3$B$_2$, ternary AA'$_2$B$_2$, and quaternary AA'A""B$_2$ compounds (A, A', A"" = Ca, Sr, or Zn; B = N or P), as candidate beyond-Si photovoltaics using density functional theory calculations. Specifically, we evaluate the ground state configurations, band gaps, and 0 K thermodynamic stability for all 20 pnictide compositions considered, besides computing the formation energy of cation vacancies, anion vacancies, and cation anti-sites in a subset of candidate compounds. Importantly, we identify SrZn$_2$N$_2$, SrZn$_2$P$_2$, and CaZn$_2$P$_2$ to be promising candidates, exhibiting optimal (1.1-1.5 eV) hybrid-functional-calculated band gaps, stability at 0 K, and high resistance to point defects (formation energies $>$1 eV), while other possible candidates include ZnCa$_2$N$_2$ and ZnSr$_2$N$_2$, which may be susceptible to N-vacancy formation. We hope that our study will contribute to the practical development of pnictide semiconductors as beyond-silicon light absorbers. "	
Terra: Blockage Resilience in Outdoor mmWave Networks	http://arxiv.org/abs/2209.12296v1	2022-09-25T18:52:37Z	2022-09-25T18:52:37Z	  We address the problem of pedestrian blockage in outdoor mm-Wave networks, which can disrupt Line of Sight (LoS) communication and result in an outage. This necessitates either reacquisition as a new user that can take up to 1.28 sec in 5G New Radio, disrupting high-performance applications, or handover to a different base station (BS), which however requires very costly dense deployments to ensure multiple base stations are always visible to a mobile outdoors. We have found that there typically exists a strong ground reflection from concrete and gravel surfaces, within 4-6 dB of received signal strength (RSS) of LoS paths. The mobile can switch to such a Non-Line Sight (NLoS) beam to sustain the link for use as a control channel during a blockage event. This allows the mobile to maintain time-synchronization with the base station, allowing it to revert to the LoS path when the temporary blockage disappears. We present a protocol, Terra, to quickly discover, cache, and employ ground reflections. It can be used in most outdoor built environments since pedestrian blockages typically last only a few hundred milliseconds. 	
"Determination of Chain Strength induced by Embedding in D-Wave Quantum
  Annealer"	http://arxiv.org/abs/2209.12166v1	2022-09-25T06:59:10Z	2022-09-25T06:59:10Z	  The D-wave quantum annealer requires embedding with ferromagnetic (FM) chains connected by several qubits, because it cannot capture exact long-range coupling between qubits, and retains the specific architecture that depends on the hardware type. Therefore, determination of the chain strength $J_c$ required to sustain FM order of qubits in the chains is crucial for the accuracy of quantum annealing. In this study, we devise combinatorial optimization problems with ordered and disordered qubits for various embeddings to predict appropriate $J_c$ values. We analyze the energy interval $\Delta_s$ and $\Delta_c$ between ground and first excited states in the combinatorial optimization problems without and with chains respectively, using the exact approach. We also measure the probability $p$ that the exact ground energy per site $E_g$ is observed in many simulated annealing shots. We demonstrate that the determination of $J_c$ is increasingly sensitive with growing disorder of qubits in the combinatorial optimization problems. In addition, the values of appropriate $J_c$, where the values of $p$ are at a maximum, increase with decreasing $\Delta_s$. Finally, the appropriate value of $J_c$ is shown to be observed at approximately $\Delta_c/\Delta_s=0.25$ and $2.1 E_g$ in the ordered and disordered qubits, respectively. 	
"Are Turn-by-Turn Navigation Systems of Regular Vehicles Ready for
  Edge-Assisted Autonomous Vehicles?"	http://arxiv.org/abs/2211.01343v1	2022-09-23T21:54:53Z	2022-09-23T21:54:53Z	  Future private and public transportation will be dominated by Autonomous Vehicles (AV), which are potentially safer than regular vehicles. However, ensuring good performance for the autonomous features requires fast processing of heavy computational tasks. Providing each AV with powerful enough computing resources is certainly a practical solution but may result in increased AV cost and decreased driving range. An alternative solution being explored in research is to install low-power computing hardware on each AV and offload the heavy tasks to powerful nearby edge servers. In this case, the AV's reaction time depends on how quickly the navigation tasks are completed in the edge server. To reduce task completion latency, the edge servers must be equipped with enough network and computing resources to handle the vehicle demands. However, this demand shows large spatio-temporal variations. Thus, deploying the same amount of resources in different locations may lead to unnecessary resource over-provisioning.   Taking these challenges into consideration, in this paper, we discuss the implications of deploying different amounts of resources in different city areas based on real traffic data to sustain peak versus average demand. Because deploying edge resources to handle the average demand leads to lower deployment costs and better system utilization, we then investigate how peak-hour demand affect the safe travel time of AVs and whether current turn-by-turn navigation apps would still provide the fastest travel route. The insights and findings of this paper will inspire new research that can considerably speed up the deployment of edge-assisted AVs in our society. 	
"Software Sustainability: A Design Case for Achieving Sustainable Pension
  Services in Developing Country"	http://arxiv.org/abs/2209.11351v1	2022-09-23T00:23:34Z	2022-09-23T00:23:34Z	  The need for efficient and sustainable software to improve business and achieve goals cannot be over-emphasized. Sustainable digital services and product delivery cannot be achieved without embracing sustainable software design practices. Despite the current research progress on software sustainability, most software development practitioners in developing countries are unclear about what constitutes software sustainability and often lack the proper understanding of how to implement it in their specific industry domain. Research efforts from software engineering focused on promoting software sustainability awareness in developed countries, and fewer efforts have been channeled to studying the same awareness in developing countries. This has affected the level of awareness about sustainable software design practices in most developing countries. This research investigates the awareness of software sustainability in the Nigerian pension industry and its challenges among practitioners. The software development practitioners were engaged and interviewed. We offered ways to mitigate the identified challenges and promote the awareness of software sustainability in the pension industry. Our findings further show that, with the right sustainability knowledge, the software practitioners in the pension industry have the potential to support their organization's sustainable culture and improve the efficiency of product design and service delivery. 	
"Building a National Smart Campus to support sustainable business
  development: An ecosystem approach"	http://arxiv.org/abs/2209.13613v1	2022-09-22T16:24:02Z	2022-09-22T16:24:02Z	  Universities are racing towards making their campuses and cities smart in response to the global digitalization trend. However, the sustainability impact of Smart Campus research, development, and innovation services on other relevant stakeholders such as the small and medium-sized businesses, remain under-investigated. The Finnish National Smart Campus project seeks to bridge this gap by orchestrating a SC ecosystem where eight SC collaborate to bring trailblazing services to businesses and society. To maximize the sustainability impact of the SC ecosystem, this study used a participatory workshop to identify the challenges of SC, provide a step-by-step guide on how to identify other relevant stakeholders, and ascertain the perceived sustainability impact using one of the SC ecosystems RDIs as a case study. The preliminary results revealed that barriers to university-industry ecosystem development include (i), the lack of clarity in the shared goals (i.e., value proposition) between actors and (ii), weak stakeholder involvement in university RDI processes. Finally, this paper proposed a SC ecosystem model which offers a mindset shift for higher educational institutions in promoting the convergence of SC services and sustainability to support the sustainable development of Finnish-based SMEs. 	
One-Shot Messaging at Any Load Through Random Sub-Channeling in OFDM	http://arxiv.org/abs/2209.11056v1	2022-09-22T14:49:12Z	2022-09-22T14:49:12Z	"  Compressive Sensing has well boosted massive random access protocols over the last decade. In this paper we apply an orthogonal FFT basis as it is used in OFDM, but subdivide its image into so-called sub-channels and let each sub-channel take only a fraction of the load. In a random fashion the subdivision is consecutively applied over a suitable number of time-slots. Within the time-slots the users will not change their sub-channel assignment and send in parallel the data. Activity detection is carried out jointly across time-slots in each of the sub-channels. For such system design we derive three rather fundamental results: i) First, we prove that the subdivision can be driven to the extent that the activity in each sub-channel is sparse by design. An effect that we call sparsity capture effect. ii) Second, we prove that effectively the system can sustain any overload situation relative to the FFT dimension, i.e. detection failure of active and non-active users can be kept below any desired threshold regardless of the number of users. The only price to pay is delay, i.e. the number of time-slots over which cross-detection is performed. We achieve this by jointly exploring the effect of measure concentration in time and frequency and careful system parameter scaling. iii) Third, we prove that parallel to activity detection active users can carry one symbol per pilot resource and time-slot so it supports so-called one-shot messaging.   The key to proving these results are new concentration results for sequences of randomly sub-sampled FFTs detecting the sparse vectors ""en bloc"". Eventually, we show by simulations that the system is scalable resulting in a coarsely 30-fold capacity increase compared to standard OFDM. "	
"Implementing and Experimenting with Diffusion Models for Text-to-Image
  Generation"	http://arxiv.org/abs/2209.10948v1	2022-09-22T12:03:33Z	2022-09-22T12:03:33Z	  Taking advantage of the many recent advances in deep learning, text-to-image generative models currently have the merit of attracting the general public attention. Two of these models, DALL-E 2 and Imagen, have demonstrated that highly photorealistic images could be generated from a simple textual description of an image. Based on a novel approach for image generation called diffusion models, text-to-image models enable the production of many different types of high resolution images, where human imagination is the only limit.   However, these models require exceptionally large amounts of computational resources to train, as well as handling huge datasets collected from the internet. In addition, neither the codebase nor the models have been released. It consequently prevents the AI community from experimenting with these cutting-edge models, making the reproduction of their results complicated, if not impossible.   In this thesis, we aim to contribute by firstly reviewing the different approaches and techniques used by these models, and then by proposing our own implementation of a text-to-image model. Highly based on DALL-E 2, we introduce several slight modifications to tackle the high computational cost induced. We thus have the opportunity to experiment in order to understand what these models are capable of, especially in a low resource regime. In particular, we provide additional and analyses deeper than the ones performed by the authors of DALL-E 2, including ablation studies.   Besides, diffusion models use so-called guidance methods to help the generating process. We introduce a new guidance method which can be used in conjunction with other guidance methods to improve image quality. Finally, the images generated by our model are of reasonably good quality, without having to sustain the significant training costs of state-of-the-art text-to-image models. 	
"Symmetry-breaking transition between defect-free and defect-laden
  turbulence in polar active matter"	http://arxiv.org/abs/2209.10916v2	2022-10-10T08:26:39Z	2022-09-22T10:56:58Z	  Coherent flows of self-propelled particles are characterized by vortices and jets that sustain chaotic flows, referred to as active turbulence. Here, we reveal a transition between defect-free active turbulence and active turbulence laden with defects. Interestingly, we show that concurrent to the transition from defect-free active turbulence to defect-laden turbulence is the restoration of the previously broken $U(1)$-symmetry and fast decay of the two-point correlations which suggests a symmetry-breaking transition. By stability analyses of the topological charge density field, we provide an analytical prediction of the activity threshold for the transition to the defect-laden active turbulent state. Moreover, despite the distinct symmetry features between the defect-free and defect-laden active turbulence, we demonstrate universal behaviors for the self-similarity of the flow fluctuations at large scales, and exponential decay of polarity power spectrum, at small length scales compared to the active energy injection length. It is further shown that increasing the self-propulsion of the active particles results in exponential rarefaction of topological defects and a transition from active defect-laden turbulence to a flocking state. These findings reveal new dynamical transitions between distinct spatiotemporal organization patterns in polar active mater. 	
"Measuring web connectivity between research organizations through ROR
  identifiers"	http://arxiv.org/abs/2209.10821v1	2022-09-22T07:07:52Z	2022-09-22T07:07:52Z	  Digital information needs to be accessed and used in a manageable and sustainable manner to facilitate the advancement of science and science management. Many types of Persistent Identifiers (PIDs) are already in use and well-established in support of the scholarly communication industry, mainly digital objects (e.g., DOIs) and person identifiers (e.g., ORCID). PIDs improve the interoperability of digital entities, make them reusable, and, at the same time, foster FAIR principles. The main objective of this exploratory work is to measure the degree and type of use of ROR identifiers by the online scientific and academic ecosystem through link-based indicators. The analysis yielded 149,851 links to ror.org webpages: 147,154 links to ROR-based URLs and 2,698 links to other informative webpages under the ror.org website. The results obtained evidence that the percentage of ROR identifiers linked is limited (51.6% of ROR identifiers have been linked at least once). These links come from a limited number of referring domains (242 unique domain names) and mainly from bibliographic records (51.4% of links) and organization cards (36% of links). While the distribution of ROR identifiers is biased towards Anglo-Saxon countries (mainly United States) and types (companies), the educational research organizations are the institutions most linked through their corresponding ROR-based URLs. The connectivity between DOIs, ORCIDs and RORs can be the spearhead to carry out new webometric and bibliometric studies, of interest to characterize the presence, impact, and interconnection of the global academic Web. 	
"Coevolution of Supermassive Black Holes and their Host Galaxies with
  Galaxy Mergers"	http://arxiv.org/abs/2209.10535v1	2022-09-21T17:56:19Z	2022-09-21T17:56:19Z	  Understanding the formation of the supermassive black holes (SMBHs) present in the centers of galaxies is a key topic in modern astrophysics. Observations have detected the SMBHs with mass $M$ of $10^{9}\, \rm M_\odot$ in the high redshifts galaxies with z$\sim7$. However, how SMBHs grew to such huge masses within the first billion years after the big bang remains elusive. One possible explanation is that SMBHs grew in a short period through the frequent mergers of galaxies, which provides sustainable gas to maintain the rapid growth. In this study, we present the hydrodynamics simulations of the SMBHs' growth with their host galaxies using the GIZMO code. In contrast to previous simulations, we developed a molecular cloud model by separating molecular-gas particles from the atomic-gas particles and then evolving them independently. During major mergers, we showed that the effect of the mass segregation of the atomic and molecular gas particles can enhance the dynamical friction of molecular particles. Consequently, molecular gas is substantially accreted onto the galactic centers that grows SMBHs from $10^{6}\, \rm M_\odot$ to $10^{9}\, \rm M_\odot$ within 300 Myr, explaining the rapid growth of SMBHs, and this accretion also triggers a violent starburst at the galactic center. Furthermore, We examined the impact of minor mergers on the bulge of a Milky-Way-like galaxy and found that the size and mass of the bulge can increase from 0.92 kpc to 1.9 kpc and from $4.7\times 10^{10}\, \rm M_\odot$ to $7\times 10^{10}\, \rm M_\odot$. 	
"Benchmarking energy consumption and latency for neuromorphic computing
  in condensed matter and particle physics"	http://arxiv.org/abs/2209.10481v2	2023-02-21T17:07:40Z	2022-09-21T16:33:44Z	  The massive use of artificial neural networks (ANNs), increasingly popular in many areas of scientific computing, rapidly increases the energy consumption of modern high-performance computing systems. An appealing and possibly more sustainable alternative is provided by novel neuromorphic paradigms, which directly implement ANNs in hardware. However, little is known about the actual benefits of running ANNs on neuromorphic hardware for use cases in scientific computing. Here we present a methodology for measuring the energy cost and compute time for inference tasks with ANNs on conventional hardware. In addition, we have designed an architecture for these tasks and estimate the same metrics based on a state-of-the-art analog in-memory computing (AIMC) platform, one of the key paradigms in neuromorphic computing. Both methodologies are compared for a use case in quantum many-body physics in two dimensional condensed matter systems and for anomaly detection at 40 MHz rates at the Large Hadron Collider in particle physics. We find that AIMC can achieve up to one order of magnitude shorter computation times than conventional hardware, at an energy cost that is up to three orders of magnitude smaller. This suggests great potential for faster and more sustainable scientific computing with neuromorphic hardware. 	
"Bias at a Second Glance: A Deep Dive into Bias for German Educational
  Peer-Review Data Modeling"	http://arxiv.org/abs/2209.10335v2	2022-09-22T13:08:04Z	2022-09-21T13:08:16Z	  Natural Language Processing (NLP) has become increasingly utilized to provide adaptivity in educational applications. However, recent research has highlighted a variety of biases in pre-trained language models. While existing studies investigate bias in different domains, they are limited in addressing fine-grained analysis on educational and multilingual corpora. In this work, we analyze bias across text and through multiple architectures on a corpus of 9,165 German peer-reviews collected from university students over five years. Notably, our corpus includes labels such as helpfulness, quality, and critical aspect ratings from the peer-review recipient as well as demographic attributes. We conduct a Word Embedding Association Test (WEAT) analysis on (1) our collected corpus in connection with the clustered labels, (2) the most common pre-trained German language models (T5, BERT, and GPT-2) and GloVe embeddings, and (3) the language models after fine-tuning on our collected data-set. In contrast to our initial expectations, we found that our collected corpus does not reveal many biases in the co-occurrence analysis or in the GloVe embeddings. However, the pre-trained German language models find substantial conceptual, racial, and gender bias and have significant changes in bias across conceptual and racial axes during fine-tuning on the peer-review data. With our research, we aim to contribute to the fourth UN sustainability goal (quality education) with a novel dataset, an understanding of biases in natural language education data, and the potential harms of not counteracting biases in language models for educational tasks. 	
"Artificial Intelligence and Innovation to Reduce the Impact of Extreme
  Weather Events on Sustainable Production"	http://arxiv.org/abs/2210.08962v1	2022-09-21T06:52:39Z	2022-09-21T06:52:39Z	  Frequent occurrences of extreme weather events substantially impact the lives of the less privileged in our societies, particularly in agriculture-inclined economies. The unpredictability of extreme fires, floods, drought, cyclones, and others endangers sustainable production and life on land (SDG goal 15), which translates into food insecurity and poorer populations. Fortunately, modern technologies such as Artificial Intelligent (AI), the Internet of Things (IoT), blockchain, 3D printing, and virtual and augmented reality (VR and AR) are promising to reduce the risk and impact of extreme weather in our societies. However, research directions on how these technologies could help reduce the impact of extreme weather are unclear. This makes it challenging to emploring digital technologies within the spheres of extreme weather. In this paper, we employed the Delphi Best Worst method and Machine learning approaches to identify and assess the push factors of technology. The BWM evaluation revealed that predictive nature was AI's most important criterion and role, while the mass-market potential was the less important criterion. Based on this outcome, we tested the predictive ability of machine elarning on a publilcly available dataset to affrm the predictive rols of AI. We presented the managerial and methodological implications of the study, which are crucial for research and practice. The methodology utilized in this study could aid decision-makers in devising strategies and interventions to safeguard sustainable production. This will also facilitate allocating scarce resources and investment in improving AI techniques to reduce the adverse impacts of extreme events. Correspondingly, we put forward the limitations of this, which necessitate future research. 	
"Deep learning reconstruction of sunspot vector magnetic fields for
  forecasting solar storms"	http://arxiv.org/abs/2209.09944v1	2022-09-20T18:42:09Z	2022-09-20T18:42:09Z	  Solar magnetic activity produces extreme solar flares and coronal mass ejections, which pose grave threats to electronic infrastructure and can significantly disrupt economic activity. It is therefore important to appreciate the triggers of explosive solar activity and develop reliable space-weather forecasting. Photospheric vector-magnetic-field data capture sunspot magnetic-field complexity and can therefore improve the quality of space-weather prediction. However, state-of-the-art vector-field observations are consistently only available from Solar Dynamics Observatory/Helioseismic and Magnetic Imager (SDO/HMI) since 2010, with most other current and past missions and observational facilities such as Global Oscillations Network Group (GONG) only recording line-of-sight (LOS) fields. Here, using an inception-based convolutional neural network, we reconstruct HMI sunspot vector-field features from LOS magnetograms of HMI as well as GONG with high fidelity (~ 90% correlation) and sustained flare-forecasting accuracy. We rebuild vector-field features during the 2003 Halloween storms, for which only LOS-field observations are available, and the CNN-estimated electric-current-helicity accurately captures the observed rotation of the associated sunspot prior to the extreme flares, showing a striking increase. Our study thus paves the way for reconstructing three solar cycles worth of vector-field data from past LOS measurements, which are of great utility in improving space-weather forecasting models and gaining new insights about solar activity. 	
"Characteristics of a Titanium Manganese redox flow battery based on
  Comsol"	http://arxiv.org/abs/2209.09904v1	2022-09-20T17:38:45Z	2022-09-20T17:38:45Z	  A simulation model and design of Titanium Manganese Redox Flow Battery (TMRFB) is proposed to study the distribution of dissociation rate, overpotential, current density, and electrode potential. TMRFB is one of the most promising new energy storages because of its high capacity and eco-friendly characteristics in the current condition of energy scarcity and environmental pollution. Moreover, Mn-based flow batteries are gaining popularity due to their inexpensive cost and high energy density in lieu of all vanadium redox flow batteries which are expensive. This research shows that the surface dissociation rate of Ti4+/ Ti3+ and Mn3+/Mn2+ ions are higher at the membrane and lower at the inlet where the velocity of the electrolyte flow is higher; Furthermore, our work reveals that when the thickness of the electrode is compressed from 4.5 mm to 3 mm, overpotential reduces whereas current density and electrode potential increases. The COMSOL Multiphysics software is used to solve the model's equations using the finite element approach. From the dissociation rate it is concluded that less potential is required at the membrane for the oxidation reduction reaction and with optimized electrolyte flow rate battery performance can be improved. Thus, electrode compression increases conductivity and battery performance. 	
Storage Management with Multi-Version Partitioned B-Trees	http://arxiv.org/abs/2209.09726v1	2022-09-20T13:59:36Z	2022-09-20T13:59:36Z	  Database Management Systems and K/V-Stores operate on updatable datasets -- massively exceeding the size of available main memory. Tree-based K/V storage management structures became particularly popular in storage engines. B+ Trees allow constant search performance, however write-heavy workloads yield in inefficient write patterns to secondary storage devices and poor performance characteristics. LSM-Trees overcome this issue by horizontal partitioning fractions of data - small enough to fully reside in main memory, but require frequent maintenance to sustain search performance.   Firstly, we propose Multi-Version Partitioned BTrees (MV-PBT) as sole storage and index management structure in key-sorted storage engines like K/V-Stores. Secondly, we compare MV-PBT against LSM-Trees. The logical horizontal partitioning in MV-PBT allows leveraging recent advances in modern B$^+$-Tree techniques in a small transparent and memory resident portion of the structure. Structural properties sustain steady read performance, yielding efficient write patterns and reducing write amplification.   We integrated MV-PBT in the WiredTiger KV storage engine. MV-PBT offers an up to 2x increased steady throughput in comparison to LSM-Trees and several orders of magnitude in comparison to B+ Trees in a YCSB workload. 	
"Quasi-spiral solution to the mixed intracluster medium and the universal
  entropy profile of galaxy clusters"	http://arxiv.org/abs/2209.09259v1	2022-09-19T18:00:02Z	2022-09-19T18:00:02Z	  Well-resolved galaxy clusters often show a large-scale quasi-spiral structure in deprojected density $\rho$ and temperature $T$ fields, delineated by a tangential discontinuity known as a cold front, superimposed on a universal radial entropy profile with a linear $K(r)\propto T\rho^{-2/3}\propto r$ adiabat. We show that a spiral structure provides a natural quasi-stationary solution for the mixed intracluster medium (ICM), introducing a modest pressure spiral that confines the locally buoyant or heavy plasma phases. The solution persists in the presence of uniform or differential rotation, and can accommodate both an inflow and an outflow. Hydrodynamic adiabatic simulations with perturbations that deposit angular momentum and mix the plasma thus asymptote to a self-similar spiral structure. We find similar spirals in Eulerian and Lagrangian simulations of 2D and 3D, merger and offset, clusters. The discontinuity surface is given in spherical coordinates $\{r,\theta,\phi\}$ by $\phi\propto \Phi(r)$, where $\Phi$ is the gravitational potential, combining a trailing spiral in the equatorial ($\theta=\pi/2$) plane and semicircles perpendicular to the plane, in resemblance of a snail shell. A local convective instability can develop between spiral windings, driving a modified global instability in sublinear $K(r)$ regions; evolved spirals thus imprint the observed $K\propto r$ onto the ICM even after they dissipate. The spiral structure brings hot and cold phases to close proximity, suggesting that the observed fast outflows could sustain the structure even in the presence of radiative cooling. 	
